"path","tracked","untracked","ignored","exists","size_bytes","category","generated","operational","required_for_package","required_for_tests","required_for_documentation","previous_decision","verified_decision","evidence","notes"
"artifacts/h24-release/oceancube.Rcheck/oceancube/doc/get-started.R",FALSE,FALSE,TRUE,TRUE,341,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/doc/get-started.Rmd",FALSE,FALSE,TRUE,TRUE,737,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/doc/index.html",FALSE,FALSE,TRUE,TRUE,3354,"rendered-document",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rendered-document; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/doc/oceancube-architecture.html",FALSE,FALSE,TRUE,TRUE,13532,"rendered-document",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rendered-document; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/doc/oceancube-architecture.R",FALSE,FALSE,TRUE,TRUE,369,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/doc/oceancube-architecture.Rmd",FALSE,FALSE,TRUE,TRUE,2553,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/doc/oceancube-geometry-weights.html",FALSE,FALSE,TRUE,TRUE,23626,"rendered-document",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rendered-document; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/doc/oceancube-geometry-weights.R",FALSE,FALSE,TRUE,TRUE,1279,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/doc/oceancube-geometry-weights.Rmd",FALSE,FALSE,TRUE,TRUE,2215,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/doc/oceancube-introduction.html",FALSE,FALSE,TRUE,TRUE,24863,"rendered-document",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rendered-document; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/doc/oceancube-introduction.R",FALSE,FALSE,TRUE,TRUE,1818,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/doc/oceancube-introduction.Rmd",FALSE,FALSE,TRUE,TRUE,3404,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/examples/backend_memory.R",FALSE,FALSE,TRUE,TRUE,3995,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/examples/backend_netcdf_descriptor.R",FALSE,FALSE,TRUE,TRUE,5112,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/examples/backend_netcdf_read_block.R",FALSE,FALSE,TRUE,TRUE,6686,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/examples/baseline_ocean_cube.R",FALSE,FALSE,TRUE,TRUE,3704,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/examples/cube_crop.R",FALSE,FALSE,TRUE,TRUE,8540,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/examples/cube_extract.R",FALSE,FALSE,TRUE,TRUE,7836,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/examples/cube_geometry_weights.R",FALSE,FALSE,TRUE,TRUE,4084,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/examples/cube_mask.R",FALSE,FALSE,TRUE,TRUE,6852,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/examples/cube_slice.R",FALSE,FALSE,TRUE,TRUE,6283,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/examples/cube_transect.R",FALSE,FALSE,TRUE,TRUE,7793,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/examples/noncontiguous_collect.R",FALSE,FALSE,TRUE,TRUE,3913,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/examples/ocean_cube_contract.R",FALSE,FALSE,TRUE,TRUE,4027,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/examples/refactor_coast_dist_backend.R",FALSE,FALSE,TRUE,TRUE,4008,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/examples/refactor_layer_annual_backend.R",FALSE,FALSE,TRUE,TRUE,3656,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/examples/refactor_link_events_backend.R",FALSE,FALSE,TRUE,TRUE,5629,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/examples/refactor_temporal_backend.R",FALSE,FALSE,TRUE,TRUE,4304,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/help/aliases.rds",FALSE,FALSE,TRUE,TRUE,309,"rds",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/help/AnIndex",FALSE,FALSE,TRUE,TRUE,675,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/help/oceancube.rdb",FALSE,FALSE,TRUE,TRUE,66316,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/help/oceancube.rdx",FALSE,FALSE,TRUE,TRUE,764,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/help/paths.rds",FALSE,FALSE,TRUE,TRUE,397,"rds",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/html/00Index.html",FALSE,FALSE,TRUE,TRUE,4858,"rendered-document",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rendered-document; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/html/R.css",FALSE,FALSE,TRUE,TRUE,1735,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/INDEX",FALSE,FALSE,TRUE,TRUE,2119,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/LICENSE",FALSE,FALSE,TRUE,TRUE,1082,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/features.rds",FALSE,FALSE,TRUE,TRUE,122,"rds",TRUE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/hsearch.rds",FALSE,FALSE,TRUE,TRUE,1114,"rds",TRUE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/links.rds",FALSE,FALSE,TRUE,TRUE,474,"rds",TRUE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/nsInfo.rds",FALSE,FALSE,TRUE,TRUE,450,"rds",TRUE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/package.rds",FALSE,FALSE,TRUE,TRUE,1200,"rds",TRUE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/Rd.rds",FALSE,FALSE,TRUE,TRUE,1225,"rds",TRUE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/vignette.rds",FALSE,FALSE,TRUE,TRUE,342,"rds",TRUE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/NAMESPACE",FALSE,FALSE,TRUE,TRUE,696,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/NEWS.md",FALSE,FALSE,TRUE,TRUE,1673,"operational-output",TRUE,TRUE,FALSE,FALSE,TRUE,"ignore","retain","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/R/oceancube",FALSE,FALSE,TRUE,TRUE,1058,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/R/oceancube.rdb",FALSE,FALSE,TRUE,TRUE,316408,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/oceancube/R/oceancube.rdx",FALSE,FALSE,TRUE,TRUE,3049,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/startup.Rs",FALSE,FALSE,TRUE,TRUE,131,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat.R",FALSE,FALSE,TRUE,TRUE,62,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat.Rout",FALSE,FALSE,TRUE,TRUE,1636,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/helper-architecture.R",FALSE,FALSE,TRUE,TRUE,2086,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/helper-baseline-cube.R",FALSE,FALSE,TRUE,TRUE,1544,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/helper-geometry.R",FALSE,FALSE,TRUE,TRUE,502,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/helper-netcdf-backend.R",FALSE,FALSE,TRUE,TRUE,8204,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-backend-memory.R",FALSE,FALSE,TRUE,TRUE,10966,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-backend-netcdf-descriptor.R",FALSE,FALSE,TRUE,TRUE,18223,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-backend-netcdf-noncontiguous.R",FALSE,FALSE,TRUE,TRUE,10764,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-backend-netcdf-read-block.R",FALSE,FALSE,TRUE,TRUE,17998,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-clim-anom.R",FALSE,FALSE,TRUE,TRUE,1091,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-cube-collect.R",FALSE,FALSE,TRUE,TRUE,7458,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-cube-crop.R",FALSE,FALSE,TRUE,TRUE,23828,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-cube-extract.R",FALSE,FALSE,TRUE,TRUE,29027,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-cube-grid-geometry.R",FALSE,FALSE,TRUE,TRUE,8641,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-cube-mask.R",FALSE,FALSE,TRUE,TRUE,11117,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-cube-polygon-weights.R",FALSE,FALSE,TRUE,TRUE,12292,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-cube-slice.R",FALSE,FALSE,TRUE,TRUE,22898,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-cube-transect.R",FALSE,FALSE,TRUE,TRUE,10124,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-daily-link.R",FALSE,FALSE,TRUE,TRUE,1500,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-layer-time-mask.R",FALSE,FALSE,TRUE,TRUE,1451,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-no-direct-data-access.R",FALSE,FALSE,TRUE,TRUE,1912,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-ocean-cube-baseline.R",FALSE,FALSE,TRUE,TRUE,3603,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-release/oceancube.Rcheck/tests/testthat/test-ocean-cube-contract.R",FALSE,FALSE,TRUE,TRUE,10419,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
