"function_name","source_file","called_by","calls","module","current_role","decision","proposed_file","duplicate","apparently_unused","dynamic_use_possible","tests","risk","evidence","notes"
".selection_contains_dimensional_data","R/cube_slice.R",".selection_auxiliary_components; cube_mask","","selection","static helper used by package functions","retain-internal","R/cube_slice.R",FALSE,FALSE,FALSE,"","low","R/cube_slice.R:575 verified top-level definition; static callers: .selection_auxiliary_components; cube_mask; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".selection_auxiliary_components","R/cube_slice.R","cube_crop; cube_slice",".selection_contains_dimensional_data","selection","static helper used by package functions","retain-internal","R/cube_slice.R",FALSE,FALSE,FALSE,"","low","R/cube_slice.R:581 verified top-level definition; static callers: cube_crop; cube_slice; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".transect_scalar_column","R/cube_transect.R",".plan_cube_transect",".abort_badarg","extraction","static helper used by package functions","retain-internal","R/cube_transect.R",FALSE,FALSE,FALSE,"","low","R/cube_transect.R:180 verified top-level definition; static callers: .plan_cube_transect; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".transect_point_label","R/cube_transect.R",".plan_cube_transect; .transect_resolve_spatial","","extraction","static helper used by package functions","retain-internal","R/cube_transect.R",FALSE,FALSE,FALSE,"","low","R/cube_transect.R:188 verified top-level definition; static callers: .plan_cube_transect; .transect_resolve_spatial; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".transect_resolve_spatial","R/cube_transect.R",".plan_cube_transect",".resolve_axis_values; .transect_point_label","extraction","static helper used by package functions","retain-internal","R/cube_transect.R",FALSE,FALSE,FALSE,"","low","R/cube_transect.R:192 verified top-level definition; static callers: .plan_cube_transect; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".plan_cube_transect","R/cube_transect.R","cube_transect",".abort_badarg; .resolve_cube_slice; .spatial_pair_map; .transect_cumulative_distance; .transect_mode; .transect_point_label; .transect_resolve_spatial; .transect_scalar_column; .transect_validate_antimeridian; .validate_slice_tolerance","extraction","static helper used by package functions","retain-internal","R/cube_transect.R",FALSE,FALSE,FALSE,"","low","R/cube_transect.R:220 verified top-level definition; static callers: cube_transect; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".transect_mode","R/cube_transect.R",".plan_cube_transect","","extraction","static helper used by package functions","retain-internal","R/cube_transect.R",FALSE,FALSE,FALSE,"","low","R/cube_transect.R:398 verified top-level definition; static callers: .plan_cube_transect; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".transect_validate_antimeridian","R/cube_transect.R",".plan_cube_transect","","extraction","static helper used by package functions","retain-internal","R/cube_transect.R",FALSE,FALSE,FALSE,"","low","R/cube_transect.R:427 verified top-level definition; static callers: .plan_cube_transect; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".transect_cumulative_distance","R/cube_transect.R",".plan_cube_transect","","extraction","static helper used by package functions","retain-internal","R/cube_transect.R",FALSE,FALSE,FALSE,"","low","R/cube_transect.R:445 verified top-level definition; static callers: .plan_cube_transect; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".cube_transect_long","R/cube_transect.R","cube_transect","","extraction","static helper used by package functions","retain-internal","R/cube_transect.R",FALSE,FALSE,FALSE,"","low","R/cube_transect.R:459 verified top-level definition; static callers: cube_transect; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".cube_transect_wide","R/cube_transect.R","cube_transect","","extraction","static helper used by package functions","retain-internal","R/cube_transect.R",FALSE,FALSE,FALSE,"","low","R/cube_transect.R:502 verified top-level definition; static callers: cube_transect; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".read_event_values","R/link_events.R","link_events",".cube_read","matching","static helper used by package functions","retain-internal","R/link_events.R",FALSE,FALSE,FALSE,"","low","R/link_events.R:108 verified top-level definition; static callers: link_events; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".nearest_index","R/link_events.R","link_events","","matching","static helper used by package functions","retain-internal","R/link_events.R",FALSE,FALSE,FALSE,"","low","R/link_events.R:124 verified top-level definition; static callers: link_events; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".nearest_date_index","R/link_events.R","link_events","","matching","static helper used by package functions","retain-internal","R/link_events.R",FALSE,FALSE,FALSE,"","low","R/link_events.R:131 verified top-level definition; static callers: link_events; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
"print.ocean_cube","R/ocean_cube.R","",".check_cube; .cube_shape","core-object","registered S3 method","retain-internal","R/ocean_cube.R",FALSE,FALSE,FALSE,"","high","R/ocean_cube.R:174 verified top-level definition; no static caller; no direct static test reference; no active documentation reference; NAMESPACE S3method registration","Retain behavior; physical movement requires a later no-behavior-change commit."
"summary.ocean_cube","R/ocean_cube.R","",".check_cube","core-object","registered S3 method","retain-internal","R/ocean_cube.R",FALSE,FALSE,FALSE,"","high","R/ocean_cube.R:193 verified top-level definition; no static caller; no direct static test reference; no active documentation reference; NAMESPACE S3method registration","Retain behavior; physical movement requires a later no-behavior-change commit."
"print.ocean_mask","R/stock_mask.R","","%||%","geometry/masks","registered S3 method","retain-internal","R/stock_mask.R",FALSE,FALSE,FALSE,"","high","R/stock_mask.R:60 verified top-level definition; no static caller; no direct static test reference; no active documentation reference; NAMESPACE S3method registration","Retain behavior; physical movement requires a later no-behavior-change commit."
"%||%","R/utils-internal.R",".anom_from_clim; .clim_index; .new_netcdf_cube; .normalize_polygon_geometry; .translate_netcdf_block; .vertical_bounds_metadata; annual_index; cube_layer_thickness; download_nc; link_events; ocean_cube; print.ocean_clim; print.ocean_mask; read_nc","","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:1 verified top-level definition; static callers: .anom_from_clim; .clim_index; .new_netcdf_cube; .normalize_polygon_geometry; .translate_netcdf_block; .vertical_bounds_metadata; annual_index; cube_layer_thickness; download_nc; link_events; ocean_cube; print.ocean_clim; print.ocean_mask; read_nc; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".abort_badarg","R/utils-internal.R",".apply_cube_mask_5d; .bounds_to_pairs; .check_cube; .check_cube_coordinates; .check_cube_dimensions; .check_numeric_vector; .check_range; .cube_axis_bounds; .cube_read; .cube_read_netcdf; .cube_vertical_geometry; .cube_write_block; .depth_conversion_factor; .depth_edges; .netcdf_scalar_string; .normalize_depth_unit; .normalize_polygon_geometry; .plan_cube_transect; .polygon_feature_ids; .resolve_axis_values; .resolve_crop_bbox; .resolve_cube_slice; .resolve_numeric_crop_range; .resolve_selected_variables; .resolve_time_crop_range; .resolve_time_values; .transect_scalar_column; .validate_cube_block_vector; .validate_cube_index; .validate_cube_position; .validate_extract_flag; .validate_extract_wide; .validate_geometry_axis; .validate_memory_backend; .validate_netcdf_variables_argument; .validate_numeric_crop_range; .validate_slice_selector_vector; .validate_slice_tolerance; .validate_spatial_pair_read; .with_netcdf_connection; clim_day; clim_month; coast_dist; cube_extract; cube_polygon_weights; cube_slice; cube_transect; download_nc; layer_mean; link_events; ocean_cube; read_nc","","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:5 verified top-level definition; static callers: .apply_cube_mask_5d; .bounds_to_pairs; .check_cube; .check_cube_coordinates; .check_cube_dimensions; .check_numeric_vector; .check_range; .cube_axis_bounds; .cube_read; .cube_read_netcdf; .cube_vertical_geometry; .cube_write_block; .depth_conversion_factor; .depth_edges; .netcdf_scalar_string; .normalize_depth_unit; .normalize_polygon_geometry; .plan_cube_transect; .polygon_feature_ids; .resolve_axis_values; .resolve_crop_bbox; .resolve_cube_slice; .resolve_numeric_crop_range; .resolve_selected_variables; .resolve_time_crop_range; .resolve_time_values; .transect_scalar_column; .validate_cube_block_vector; .validate_cube_index; .validate_cube_position; .validate_extract_flag; .validate_extract_wide; .validate_geometry_axis; .validate_memory_backend; .validate_netcdf_variables_argument; .validate_numeric_crop_range; .validate_slice_selector_vector; .validate_slice_tolerance; .validate_spatial_pair_read; .with_netcdf_connection; clim_day; clim_month; coast_dist; cube_extract; cube_polygon_weights; cube_slice; cube_transect; download_nc; layer_mean; link_events; ocean_cube; read_nc; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".message_info","R/utils-internal.R","cm_connect; cm_setup; download_nc","","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:12 verified top-level definition; static callers: cm_connect; cm_setup; download_nc; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".message_done","R/utils-internal.R","cm_connect; cm_setup; download_nc","","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:16 verified top-level definition; static callers: cm_connect; cm_setup; download_nc; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".check_numeric_vector","R/utils-internal.R",".check_cube_coordinates; .check_range; .depth_edges; layer_mean",".abort_badarg","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:20 verified top-level definition; static callers: .check_cube_coordinates; .check_range; .depth_edges; layer_mean; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".check_range","R/utils-internal.R","download_nc; stock_mask",".abort_badarg; .check_numeric_vector","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:30 verified top-level definition; static callers: download_nc; stock_mask; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".check_cube_coordinates","R/utils-internal.R",".check_cube; .cube_shape; .new_netcdf_storage; ocean_cube",".abort_badarg; .check_numeric_vector","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:41 verified top-level definition; static callers: .check_cube; .cube_shape; .new_netcdf_storage; ocean_cube; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".check_cube_dimensions","R/utils-internal.R","ocean_cube",".abort_badarg","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:111 verified top-level definition; static callers: ocean_cube; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".cube_shape","R/utils-internal.R",".cube_estimated_bytes; .plan_cube_index_read; .plan_masked_cube_read; .read_masked_cube_values; .resolve_cube_crop; .resolve_cube_slice; .validate_spatial_pair_read; annual_index; clim_day; clim_month; coast_dist; crop_stock; cube_collect; layer_mean; print.ocean_cube; to_month",".check_cube_coordinates; .cube_axis_names; .validate_netcdf_storage","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"tests/testthat/test-backend-netcdf-descriptor.R; tests/testthat/test-backend-netcdf-noncontiguous.R; tests/testthat/test-backend-netcdf-read-block.R; tests/testthat/test-cube-collect.R; tests/testthat/test-cube-crop.R; tests/testthat/test-cube-extract.R; tests/testthat/test-cube-mask.R; tests/testthat/test-cube-slice.R; tests/testthat/test-refactor-coast-dist-backend.R; tests/testthat/test-refactor-temporal-backend.R","low","R/utils-internal.R:151 verified top-level definition; static callers: .cube_estimated_bytes; .plan_cube_index_read; .plan_masked_cube_read; .read_masked_cube_values; .resolve_cube_crop; .resolve_cube_slice; .validate_spatial_pair_read; annual_index; clim_day; clim_month; coast_dist; crop_stock; cube_collect; layer_mean; print.ocean_cube; to_month; tests: tests/testthat/test-backend-netcdf-descriptor.R; tests/testthat/test-backend-netcdf-noncontiguous.R; tests/testthat/test-backend-netcdf-read-block.R; tests/testthat/test-cube-collect.R; tests/testthat/test-cube-crop.R; tests/testthat/test-cube-extract.R; tests/testthat/test-cube-mask.R; tests/testthat/test-cube-slice.R; tests/testthat/test-refactor-coast-dist-backend.R; tests/testthat/test-refactor-temporal-backend.R; documentation: inst/examples/backend_netcdf_descriptor.R; inst/examples/backend_netcdf_read_block.R; inst/examples/cube_extract.R; inst/examples/cube_mask.R; inst/examples/refactor_coast_dist_backend.R; man/cube_collect.Rd","Retain behavior; physical movement requires a later no-behavior-change commit."
".check_cube","R/utils-internal.R",".anom_from_clim; .cube_read_block_netcdf; .cube_read_netcdf; .cube_read_spatial_pairs_netcdf; .cube_write_block; .new_collected_memory_cube; .new_netcdf_cube; .new_selected_memory_cube; .require_memory_backend; annual_index; clim_day; clim_month; coast_dist; crop_stock; cube_cell_area; cube_cell_volume; cube_collect; cube_crop; cube_extract; cube_layer_thickness; cube_mask; cube_polygon_weights; cube_slice; cube_transect; layer_mean; link_events; ocean_cube; print.ocean_cube; stock_mask; summary.ocean_cube; to_month",".abort_badarg; .check_cube_coordinates; .cube_axis_names; .cube_backend; .validate_memory_backend; .validate_netcdf_storage","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"tests/testthat/test-backend-memory.R; tests/testthat/test-backend-netcdf-descriptor.R; tests/testthat/test-cube-collect.R; tests/testthat/test-cube-crop.R; tests/testthat/test-cube-extract.R; tests/testthat/test-cube-slice.R; tests/testthat/test-ocean-cube-contract.R; tests/testthat/test-refactor-coast-dist-backend.R","low","R/utils-internal.R:199 verified top-level definition; static callers: .anom_from_clim; .cube_read_block_netcdf; .cube_read_netcdf; .cube_read_spatial_pairs_netcdf; .cube_write_block; .new_collected_memory_cube; .new_netcdf_cube; .new_selected_memory_cube; .require_memory_backend; annual_index; clim_day; clim_month; coast_dist; crop_stock; cube_cell_area; cube_cell_volume; cube_collect; cube_crop; cube_extract; cube_layer_thickness; cube_mask; cube_polygon_weights; cube_slice; cube_transect; layer_mean; link_events; ocean_cube; print.ocean_cube; stock_mask; summary.ocean_cube; to_month; tests: tests/testthat/test-backend-memory.R; tests/testthat/test-backend-netcdf-descriptor.R; tests/testthat/test-cube-collect.R; tests/testthat/test-cube-crop.R; tests/testthat/test-cube-extract.R; tests/testthat/test-cube-slice.R; tests/testthat/test-ocean-cube-contract.R; tests/testthat/test-refactor-coast-dist-backend.R; documentation: inst/examples/backend_memory.R; inst/examples/ocean_cube_contract.R","Retain behavior; physical movement requires a later no-behavior-change commit."
".safe_mean","R/utils-internal.R","clim_day; clim_month","","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:315 verified top-level definition; static callers: clim_day; clim_month; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".safe_sd","R/utils-internal.R","clim_day; clim_month","","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:321 verified top-level definition; static callers: clim_day; clim_month; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".weighted_mean","R/utils-internal.R","layer_mean","","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:327 verified top-level definition; static callers: layer_mean; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".depth_edges","R/utils-internal.R","layer_mean",".abort_badarg; .check_numeric_vector","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:333 verified top-level definition; static callers: layer_mean; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".depth_weights","R/utils-internal.R","layer_mean","","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:344 verified top-level definition; static callers: layer_mean; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".guess_dim","R/utils-internal.R","read_nc","","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:348 verified top-level definition; static callers: read_nc; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".read_cf_time","R/utils-internal.R","read_nc","","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:359 verified top-level definition; static callers: read_nc; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".make_filename","R/utils-internal.R","download_nc","","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:390 verified top-level definition; static callers: download_nc; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
".make_provenance","R/utils-internal.R",".anom_from_clim; clim_day; clim_month; coast_dist; crop_stock; layer_mean; read_nc; to_month","","internal-utils","static helper used by package functions","retain-internal","R/utils-internal.R",FALSE,FALSE,FALSE,"","low","R/utils-internal.R:407 verified top-level definition; static callers: .anom_from_clim; clim_day; clim_month; coast_dist; crop_stock; layer_mean; read_nc; to_month; no direct static test reference; no active documentation reference","Retain behavior; physical movement requires a later no-behavior-change commit."
