"caller","callee","caller_visibility","callee_visibility","caller_file","callee_file","relationship_type","evidence"
".resolve_cube_slice",".resolve_time_values","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:173-253 contains call symbol .resolve_time_values"
".resolve_cube_slice",".resolve_axis_values","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:173-253 contains call symbol .resolve_axis_values"
".validate_slice_selector_vector",".abort_badarg","internal","internal","R/cube_slice.R","R/utils-internal.R","static direct symbol call","R/cube_slice.R:255-263 contains call symbol .abort_badarg"
".slice_outside_domain",".slice_format_values","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:269-280 contains call symbol .slice_format_values"
".slice_not_found",".slice_format_values","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:282-291 contains call symbol .slice_format_values"
".slice_beyond_tolerance",".slice_format_values","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:293-302 contains call symbol .slice_format_values"
".resolve_axis_values",".validate_slice_selector_vector","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:304-366 contains call symbol .validate_slice_selector_vector"
".resolve_axis_values",".abort_badarg","internal","internal","R/cube_slice.R","R/utils-internal.R","static direct symbol call","R/cube_slice.R:304-366 contains call symbol .abort_badarg"
".resolve_axis_values",".slice_not_found","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:304-366 contains call symbol .slice_not_found"
".resolve_axis_values",".slice_outside_domain","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:304-366 contains call symbol .slice_outside_domain"
".resolve_axis_values",".slice_beyond_tolerance","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:304-366 contains call symbol .slice_beyond_tolerance"
".resolve_time_values",".validate_slice_selector_vector","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:384-456 contains call symbol .validate_slice_selector_vector"
".resolve_time_values",".slice_time_numeric","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:384-456 contains call symbol .slice_time_numeric"
".resolve_time_values",".abort_badarg","internal","internal","R/cube_slice.R","R/utils-internal.R","static direct symbol call","R/cube_slice.R:384-456 contains call symbol .abort_badarg"
".resolve_time_values",".slice_not_found","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:384-456 contains call symbol .slice_not_found"
".resolve_time_values",".slice_outside_domain","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:384-456 contains call symbol .slice_outside_domain"
".resolve_time_values",".slice_beyond_tolerance","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:384-456 contains call symbol .slice_beyond_tolerance"
".resolve_selected_variables",".validate_slice_selector_vector","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:458-495 contains call symbol .validate_slice_selector_vector"
".resolve_selected_variables",".abort_badarg","internal","internal","R/cube_slice.R","R/utils-internal.R","static direct symbol call","R/cube_slice.R:458-495 contains call symbol .abort_badarg"
".validate_slice_tolerance",".abort_badarg","internal","internal","R/cube_slice.R","R/utils-internal.R","static direct symbol call","R/cube_slice.R:497-565 contains call symbol .abort_badarg"
".selection_contains_dimensional_data",".selection_contains_dimensional_data","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:575-579 contains call symbol .selection_contains_dimensional_data"
".selection_auxiliary_components",".selection_contains_dimensional_data","internal","internal","R/cube_slice.R","R/cube_slice.R","static direct symbol call","R/cube_slice.R:581-632 contains call symbol .selection_contains_dimensional_data"
"cube_transect",".check_cube","public","internal","R/cube_transect.R","R/utils-internal.R","static direct symbol call","R/cube_transect.R:83-178 contains call symbol .check_cube"
"cube_transect",".cube_backend","public","internal","R/cube_transect.R","R/backend-memory.R","static direct symbol call","R/cube_transect.R:83-178 contains call symbol .cube_backend"
"cube_transect",".validate_extract_flag","public","internal","R/cube_transect.R","R/cube_extract.R","static direct symbol call","R/cube_transect.R:83-178 contains call symbol .validate_extract_flag"
"cube_transect",".abort_badarg","public","internal","R/cube_transect.R","R/utils-internal.R","static direct symbol call","R/cube_transect.R:83-178 contains call symbol .abort_badarg"
"cube_transect",".plan_cube_transect","public","internal","R/cube_transect.R","R/cube_transect.R","static direct symbol call","R/cube_transect.R:83-178 contains call symbol .plan_cube_transect"
"cube_transect",".cube_read_spatial_pairs","public","internal","R/cube_transect.R","R/backend-index.R","static direct symbol call","R/cube_transect.R:83-178 contains call symbol .cube_read_spatial_pairs"
"cube_transect",".extract_table_units","public","internal","R/cube_transect.R","R/cube_extract.R","static direct symbol call","R/cube_transect.R:83-178 contains call symbol .extract_table_units"
"cube_transect",".cube_transect_long","public","internal","R/cube_transect.R","R/cube_transect.R","static direct symbol call","R/cube_transect.R:83-178 contains call symbol .cube_transect_long"
"cube_transect",".cube_transect_wide","public","internal","R/cube_transect.R","R/cube_transect.R","static direct symbol call","R/cube_transect.R:83-178 contains call symbol .cube_transect_wide"
".transect_scalar_column",".abort_badarg","internal","internal","R/cube_transect.R","R/utils-internal.R","static direct symbol call","R/cube_transect.R:180-186 contains call symbol .abort_badarg"
".transect_resolve_spatial",".resolve_axis_values","internal","internal","R/cube_transect.R","R/cube_slice.R","static direct symbol call","R/cube_transect.R:192-218 contains call symbol .resolve_axis_values"
".transect_resolve_spatial",".transect_point_label","internal","internal","R/cube_transect.R","R/cube_transect.R","static direct symbol call","R/cube_transect.R:192-218 contains call symbol .transect_point_label"
".plan_cube_transect",".abort_badarg","internal","internal","R/cube_transect.R","R/utils-internal.R","static direct symbol call","R/cube_transect.R:220-396 contains call symbol .abort_badarg"
".plan_cube_transect",".transect_scalar_column","internal","internal","R/cube_transect.R","R/cube_transect.R","static direct symbol call","R/cube_transect.R:220-396 contains call symbol .transect_scalar_column"
".plan_cube_transect",".validate_slice_tolerance","internal","internal","R/cube_transect.R","R/cube_slice.R","static direct symbol call","R/cube_transect.R:220-396 contains call symbol .validate_slice_tolerance"
".plan_cube_transect",".resolve_cube_slice","internal","internal","R/cube_transect.R","R/cube_slice.R","static direct symbol call","R/cube_transect.R:220-396 contains call symbol .resolve_cube_slice"
".plan_cube_transect",".transect_point_label","internal","internal","R/cube_transect.R","R/cube_transect.R","static direct symbol call","R/cube_transect.R:220-396 contains call symbol .transect_point_label"
".plan_cube_transect",".transect_resolve_spatial","internal","internal","R/cube_transect.R","R/cube_transect.R","static direct symbol call","R/cube_transect.R:220-396 contains call symbol .transect_resolve_spatial"
".plan_cube_transect",".transect_validate_antimeridian","internal","internal","R/cube_transect.R","R/cube_transect.R","static direct symbol call","R/cube_transect.R:220-396 contains call symbol .transect_validate_antimeridian"
".plan_cube_transect",".transect_cumulative_distance","internal","internal","R/cube_transect.R","R/cube_transect.R","static direct symbol call","R/cube_transect.R:220-396 contains call symbol .transect_cumulative_distance"
".plan_cube_transect",".transect_mode","internal","internal","R/cube_transect.R","R/cube_transect.R","static direct symbol call","R/cube_transect.R:220-396 contains call symbol .transect_mode"
".plan_cube_transect",".spatial_pair_map","internal","internal","R/cube_transect.R","R/backend-index.R","static direct symbol call","R/cube_transect.R:220-396 contains call symbol .spatial_pair_map"
"download_nc",".abort_badarg","public","internal","R/download_nc.R","R/utils-internal.R","static direct symbol call","R/download_nc.R:19-100 contains call symbol .abort_badarg"
"download_nc",".check_range","public","internal","R/download_nc.R","R/utils-internal.R","static direct symbol call","R/download_nc.R:19-100 contains call symbol .check_range"
"download_nc","%||%","public","internal","R/download_nc.R","R/utils-internal.R","static direct symbol call","R/download_nc.R:19-100 contains call symbol %||%"
"download_nc",".make_filename","public","internal","R/download_nc.R","R/utils-internal.R","static direct symbol call","R/download_nc.R:19-100 contains call symbol .make_filename"
"download_nc",".message_done","public","internal","R/download_nc.R","R/utils-internal.R","static direct symbol call","R/download_nc.R:19-100 contains call symbol .message_done"
"download_nc",".message_info","public","internal","R/download_nc.R","R/utils-internal.R","static direct symbol call","R/download_nc.R:19-100 contains call symbol .message_info"
"layer_mean",".check_cube","public","internal","R/layer_mean.R","R/utils-internal.R","static direct symbol call","R/layer_mean.R:9-61 contains call symbol .check_cube"
"layer_mean",".check_numeric_vector","public","internal","R/layer_mean.R","R/utils-internal.R","static direct symbol call","R/layer_mean.R:9-61 contains call symbol .check_numeric_vector"
"layer_mean",".abort_badarg","public","internal","R/layer_mean.R","R/utils-internal.R","static direct symbol call","R/layer_mean.R:9-61 contains call symbol .abort_badarg"
"layer_mean",".depth_edges","public","internal","R/layer_mean.R","R/utils-internal.R","static direct symbol call","R/layer_mean.R:9-61 contains call symbol .depth_edges"
"layer_mean",".cube_shape","public","internal","R/layer_mean.R","R/utils-internal.R","static direct symbol call","R/layer_mean.R:9-61 contains call symbol .cube_shape"
"layer_mean",".depth_weights","public","internal","R/layer_mean.R","R/utils-internal.R","static direct symbol call","R/layer_mean.R:9-61 contains call symbol .depth_weights"
"layer_mean",".cube_read","public","internal","R/layer_mean.R","R/backend-memory.R","static direct symbol call","R/layer_mean.R:9-61 contains call symbol .cube_read"
"layer_mean",".weighted_mean","public","internal","R/layer_mean.R","R/utils-internal.R","static direct symbol call","R/layer_mean.R:9-61 contains call symbol .weighted_mean"
"layer_mean","ocean_cube","public","public","R/layer_mean.R","R/ocean_cube.R","static direct symbol call","R/layer_mean.R:9-61 contains call symbol ocean_cube"
"layer_mean",".make_provenance","public","internal","R/layer_mean.R","R/utils-internal.R","static direct symbol call","R/layer_mean.R:9-61 contains call symbol .make_provenance"
"link_events",".check_cube","public","internal","R/link_events.R","R/utils-internal.R","static direct symbol call","R/link_events.R:25-106 contains call symbol .check_cube"
"link_events",".abort_badarg","public","internal","R/link_events.R","R/utils-internal.R","static direct symbol call","R/link_events.R:25-106 contains call symbol .abort_badarg"
"link_events","%||%","public","internal","R/link_events.R","R/utils-internal.R","static direct symbol call","R/link_events.R:25-106 contains call symbol %||%"
"link_events",".nearest_index","public","internal","R/link_events.R","R/link_events.R","static direct symbol call","R/link_events.R:25-106 contains call symbol .nearest_index"
"link_events",".nearest_date_index","public","internal","R/link_events.R","R/link_events.R","static direct symbol call","R/link_events.R:25-106 contains call symbol .nearest_date_index"
"link_events",".read_event_values","public","internal","R/link_events.R","R/link_events.R","static direct symbol call","R/link_events.R:25-106 contains call symbol .read_event_values"
".read_event_values",".cube_read","internal","internal","R/link_events.R","R/backend-memory.R","static direct symbol call","R/link_events.R:108-122 contains call symbol .cube_read"
"ocean_cube",".abort_badarg","public","internal","R/ocean_cube.R","R/utils-internal.R","static direct symbol call","R/ocean_cube.R:74-171 contains call symbol .abort_badarg"
"ocean_cube","%||%","public","internal","R/ocean_cube.R","R/utils-internal.R","static direct symbol call","R/ocean_cube.R:74-171 contains call symbol %||%"
"ocean_cube",".check_cube_coordinates","public","internal","R/ocean_cube.R","R/utils-internal.R","static direct symbol call","R/ocean_cube.R:74-171 contains call symbol .check_cube_coordinates"
"ocean_cube",".check_cube_dimensions","public","internal","R/ocean_cube.R","R/utils-internal.R","static direct symbol call","R/ocean_cube.R:74-171 contains call symbol .check_cube_dimensions"
"ocean_cube",".check_cube","public","internal","R/ocean_cube.R","R/utils-internal.R","static direct symbol call","R/ocean_cube.R:74-171 contains call symbol .check_cube"
"print.ocean_cube",".check_cube","internal","internal","R/ocean_cube.R","R/utils-internal.R","static direct symbol call","R/ocean_cube.R:174-190 contains call symbol .check_cube"
"print.ocean_cube",".cube_shape","internal","internal","R/ocean_cube.R","R/utils-internal.R","static direct symbol call","R/ocean_cube.R:174-190 contains call symbol .cube_shape"
"summary.ocean_cube",".check_cube","internal","internal","R/ocean_cube.R","R/utils-internal.R","static direct symbol call","R/ocean_cube.R:193-208 contains call symbol .check_cube"
"read_nc",".abort_badarg","public","internal","R/read_nc.R","R/utils-internal.R","static direct symbol call","R/read_nc.R:18-116 contains call symbol .abort_badarg"
"read_nc","%||%","public","internal","R/read_nc.R","R/utils-internal.R","static direct symbol call","R/read_nc.R:18-116 contains call symbol %||%"
"read_nc",".guess_dim","public","internal","R/read_nc.R","R/utils-internal.R","static direct symbol call","R/read_nc.R:18-116 contains call symbol .guess_dim"
"read_nc",".read_cf_time","public","internal","R/read_nc.R","R/utils-internal.R","static direct symbol call","R/read_nc.R:18-116 contains call symbol .read_cf_time"
"read_nc","ocean_cube","public","public","R/read_nc.R","R/ocean_cube.R","static direct symbol call","R/read_nc.R:18-116 contains call symbol ocean_cube"
"read_nc",".make_provenance","public","internal","R/read_nc.R","R/utils-internal.R","static direct symbol call","R/read_nc.R:18-116 contains call symbol .make_provenance"
"stock_mask",".check_cube","public","internal","R/stock_mask.R","R/utils-internal.R","static direct symbol call","R/stock_mask.R:12-57 contains call symbol .check_cube"
"stock_mask",".check_range","public","internal","R/stock_mask.R","R/utils-internal.R","static direct symbol call","R/stock_mask.R:12-57 contains call symbol .check_range"
"print.ocean_mask","%||%","internal","internal","R/stock_mask.R","R/utils-internal.R","static direct symbol call","R/stock_mask.R:60-66 contains call symbol %||%"
"crop_stock",".check_cube","public","internal","R/stock_mask.R","R/utils-internal.R","static direct symbol call","R/stock_mask.R:75-119 contains call symbol .check_cube"
"crop_stock",".cube_shape","public","internal","R/stock_mask.R","R/utils-internal.R","static direct symbol call","R/stock_mask.R:75-119 contains call symbol .cube_shape"
"crop_stock",".cube_read","public","internal","R/stock_mask.R","R/backend-memory.R","static direct symbol call","R/stock_mask.R:75-119 contains call symbol .cube_read"
"crop_stock","ocean_cube","public","public","R/stock_mask.R","R/ocean_cube.R","static direct symbol call","R/stock_mask.R:75-119 contains call symbol ocean_cube"
"crop_stock",".make_provenance","public","internal","R/stock_mask.R","R/utils-internal.R","static direct symbol call","R/stock_mask.R:75-119 contains call symbol .make_provenance"
"to_month",".check_cube","public","internal","R/to_month.R","R/utils-internal.R","static direct symbol call","R/to_month.R:8-42 contains call symbol .check_cube"
"to_month",".cube_shape","public","internal","R/to_month.R","R/utils-internal.R","static direct symbol call","R/to_month.R:8-42 contains call symbol .cube_shape"
"to_month",".cube_read","public","internal","R/to_month.R","R/backend-memory.R","static direct symbol call","R/to_month.R:8-42 contains call symbol .cube_read"
"to_month","ocean_cube","public","public","R/to_month.R","R/ocean_cube.R","static direct symbol call","R/to_month.R:8-42 contains call symbol ocean_cube"
"to_month",".make_provenance","public","internal","R/to_month.R","R/utils-internal.R","static direct symbol call","R/to_month.R:8-42 contains call symbol .make_provenance"
".check_numeric_vector",".abort_badarg","internal","internal","R/utils-internal.R","R/utils-internal.R","static direct symbol call","R/utils-internal.R:20-28 contains call symbol .abort_badarg"
".check_range",".check_numeric_vector","internal","internal","R/utils-internal.R","R/utils-internal.R","static direct symbol call","R/utils-internal.R:30-39 contains call symbol .check_numeric_vector"
".check_range",".abort_badarg","internal","internal","R/utils-internal.R","R/utils-internal.R","static direct symbol call","R/utils-internal.R:30-39 contains call symbol .abort_badarg"
".check_cube_coordinates",".check_numeric_vector","internal","internal","R/utils-internal.R","R/utils-internal.R","static direct symbol call","R/utils-internal.R:41-109 contains call symbol .check_numeric_vector"
".check_cube_coordinates",".abort_badarg","internal","internal","R/utils-internal.R","R/utils-internal.R","static direct symbol call","R/utils-internal.R:41-109 contains call symbol .abort_badarg"
".check_cube_dimensions",".abort_badarg","internal","internal","R/utils-internal.R","R/utils-internal.R","static direct symbol call","R/utils-internal.R:111-149 contains call symbol .abort_badarg"
".cube_shape",".check_cube_coordinates","internal","internal","R/utils-internal.R","R/utils-internal.R","static direct symbol call","R/utils-internal.R:151-197 contains call symbol .check_cube_coordinates"
".cube_shape",".cube_axis_names","internal","internal","R/utils-internal.R","R/backend-memory.R","static direct symbol call","R/utils-internal.R:151-197 contains call symbol .cube_axis_names"
".cube_shape",".validate_netcdf_storage","internal","internal","R/utils-internal.R","R/backend-netcdf.R","static direct symbol call","R/utils-internal.R:151-197 contains call symbol .validate_netcdf_storage"
".check_cube",".check_cube_coordinates","internal","internal","R/utils-internal.R","R/utils-internal.R","static direct symbol call","R/utils-internal.R:199-313 contains call symbol .check_cube_coordinates"
".check_cube",".cube_backend","internal","internal","R/utils-internal.R","R/backend-memory.R","static direct symbol call","R/utils-internal.R:199-313 contains call symbol .cube_backend"
".check_cube",".validate_memory_backend","internal","internal","R/utils-internal.R","R/backend-memory.R","static direct symbol call","R/utils-internal.R:199-313 contains call symbol .validate_memory_backend"
".check_cube",".validate_netcdf_storage","internal","internal","R/utils-internal.R","R/backend-netcdf.R","static direct symbol call","R/utils-internal.R:199-313 contains call symbol .validate_netcdf_storage"
".check_cube",".cube_axis_names","internal","internal","R/utils-internal.R","R/backend-memory.R","static direct symbol call","R/utils-internal.R:199-313 contains call symbol .cube_axis_names"
".check_cube",".abort_badarg","internal","internal","R/utils-internal.R","R/utils-internal.R","static direct symbol call","R/utils-internal.R:199-313 contains call symbol .abort_badarg"
".depth_edges",".check_numeric_vector","internal","internal","R/utils-internal.R","R/utils-internal.R","static direct symbol call","R/utils-internal.R:333-342 contains call symbol .check_numeric_vector"
".depth_edges",".abort_badarg","internal","internal","R/utils-internal.R","R/utils-internal.R","static direct symbol call","R/utils-internal.R:333-342 contains call symbol .abort_badarg"
