"path","tracked","ignored","generated","reproducible","required_for_package","required_for_tests","contains_local_path","contains_credentials","contains_large_data","recommended_action","evidence","notes"
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/html/00Index.html",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=website; size_bytes=4858","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/html/R.css",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1735","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/INDEX",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=2119","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/LICENSE",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=metadata; size_bytes=1082","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/features.rds",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=122","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/hsearch.rds",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1114","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/links.rds",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=474","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/nsInfo.rds",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=450","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/package.rds",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1201","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/Rd.rds",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1225","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/vignette.rds",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=342","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/NAMESPACE",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=metadata; size_bytes=696","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/NEWS.md",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=documentation; size_bytes=1673","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/R/oceancube",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1058","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/R/oceancube.rdb",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=316414","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/R/oceancube.rdx",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3051","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/startup.Rs",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=131","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=62","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat.Rout",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1636","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/helper-architecture.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=2086","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/helper-baseline-cube.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1544","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/helper-geometry.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=502","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/helper-netcdf-backend.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=8204","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-backend-memory.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=10966","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-backend-netcdf-descriptor.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=18223","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-backend-netcdf-noncontiguous.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=10764","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-backend-netcdf-read-block.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=17998","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-clim-anom.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1091","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-cube-collect.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=7458","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-cube-crop.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=23828","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-cube-extract.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=29027","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-cube-grid-geometry.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=8641","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-cube-mask.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=11117","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-cube-polygon-weights.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=12292","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-cube-slice.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=22898","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-cube-transect.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=10124","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-daily-link.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1500","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-layer-time-mask.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1451","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-no-direct-data-access.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1912","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-ocean-cube-baseline.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3603","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-ocean-cube-contract.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=10419","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-ocean-cube.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=836","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-package-boundary-spatind.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1584","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-read-nc-baseline.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3478","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-refactor-coast-dist-backend.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=9486","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-refactor-layer-annual-backend.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=10782","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-refactor-link-events-backend.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=17309","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-refactor-temporal-backend.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=11299","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-release-contract.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=4608","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube.Rcheck/tests/testthat/test-scientific-baseline.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=4598","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release-force/oceancube_0.1.0.tar.gz",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=163696","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/architecture/oceancube-spatind-boundary.md",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=5299","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/CITATION",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=metadata; size_bytes=116","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/DESCRIPTION",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=metadata; size_bytes=1298","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/doc/get-started.html",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=website; size_bytes=11230","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/doc/get-started.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=341","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/doc/get-started.Rmd",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=737","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/doc/index.html",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=website; size_bytes=3354","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/doc/oceancube-architecture.html",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=website; size_bytes=13532","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/doc/oceancube-architecture.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=369","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/doc/oceancube-architecture.Rmd",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=2553","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/doc/oceancube-geometry-weights.html",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=website; size_bytes=23626","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/doc/oceancube-geometry-weights.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1279","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/doc/oceancube-geometry-weights.Rmd",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=2215","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/doc/oceancube-introduction.html",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=website; size_bytes=24863","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/doc/oceancube-introduction.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1818","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/doc/oceancube-introduction.Rmd",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3404","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/examples/backend_memory.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3995","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/examples/backend_netcdf_descriptor.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=5112","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/examples/backend_netcdf_read_block.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=6686","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/examples/baseline_ocean_cube.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3704","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/examples/cube_crop.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=8540","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/examples/cube_extract.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=7836","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/examples/cube_geometry_weights.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=4084","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/examples/cube_mask.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=6852","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/examples/cube_slice.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=6283","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/examples/cube_transect.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=7793","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/examples/noncontiguous_collect.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3913","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/examples/ocean_cube_contract.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=4027","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/examples/refactor_coast_dist_backend.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=4008","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/examples/refactor_layer_annual_backend.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3656","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/examples/refactor_link_events_backend.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=5629","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/examples/refactor_temporal_backend.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=4304","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/help/aliases.rds",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=309","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/help/AnIndex",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=675","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/help/oceancube.rdb",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=67862","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/help/oceancube.rdx",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=771","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/help/paths.rds",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=424","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/html/00Index.html",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=website; size_bytes=4858","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-release/library/oceancube/html/R.css",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1735","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
